Heure de début,Heure de fin,Nombre de minutes actives,Calories (kcal),Distance (m),Points cardio,Minutes cardio,Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg),"Durée de l'activité ""Marche à pied"" (ms)","Durée de l'activité ""Course à pied"" (ms)"
07:45:00.000+02:00,08:00:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
08:00:00.000+02:00,08:15:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
08:15:00.000+02:00,08:30:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
08:30:00.000+02:00,08:45:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
08:45:00.000+02:00,09:00:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
09:00:00.000+02:00,09:15:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
09:15:00.000+02:00,09:30:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
09:30:00.000+02:00,09:45:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
09:45:00.000+02:00,10:00:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
10:00:00.000+02:00,10:15:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
10:15:00.000+02:00,10:30:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
10:30:00.000+02:00,10:45:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
10:45:00.000+02:00,11:00:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
11:00:00.000+02:00,11:15:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
11:15:00.000+02:00,11:30:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
11:30:00.000+02:00,11:45:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
11:45:00.000+02:00,12:00:00.000+02:00,,16.24479089294039,,,,,,,,,,,,
12:00:00.000+02:00,12:15:00.000+02:00,,19.131549289568564,3.095120131969452,,,,,,20,,,,,22591
12:15:00.000+02:00,12:30:00.000+02:00,13,70.73046978181898,1092.3279705577886,12.0,12,1.4143873881299176,1.5648995637893677,1.0454035997390747,1495,,,,841198,58802
12:30:00.000+02:00,12:45:00.000+02:00,11,52.00496093209235,546.3568935705786,1.0,1,0.8674134063212325,1.4820643663406372,0.49569982290267944,827,,,,640415,
12:45:00.000+02:00,13:00:00.000+02:00,2,21.56838092229685,140.78532162831624,1.0,1,1.3014780737461904,1.5285530090332031,0.32935386896133423,212,,,,95338,
13:00:00.000+02:00,13:15:00.000+02:00,,16.244791044201573,,,,,,,,,,,,
13:15:00.000+02:00,13:30:00.000+02:00,,16.244791044201573,,,,,,,,,,,,
13:30:00.000+02:00,13:45:00.000+02:00,,16.244791044201573,,,,,,,,,,,,
13:45:00.000+02:00,14:00:00.000+02:00,,16.244791044201573,,,,,,,,,,,,
14:00:00.000+02:00,14:15:00.000+02:00,,16.244791044201573,,,,,,,,,,,,
14:15:00.000+02:00,14:30:00.000+02:00,2,63.91917124588282,129.17879262573942,,,0.3688940787433535,0.3868900239467621,0.27441146969795227,150,,,,,373087
14:30:00.000+02:00,14:45:00.000+02:00,,54.991063334909875,7.702317565605786,,,,,,10,,,,,303218
14:45:00.000+02:00,15:00:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
15:00:00.000+02:00,15:15:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
15:15:00.000+02:00,15:30:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
15:30:00.000+02:00,15:45:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
15:45:00.000+02:00,16:00:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
16:00:00.000+02:00,16:15:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
16:15:00.000+02:00,16:30:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
16:30:00.000+02:00,16:45:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
16:45:00.000+02:00,17:00:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
17:00:00.000+02:00,17:15:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
17:15:00.000+02:00,17:30:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
17:30:00.000+02:00,17:45:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
17:45:00.000+02:00,18:00:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
18:00:00.000+02:00,18:15:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
18:15:00.000+02:00,18:30:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
18:30:00.000+02:00,18:45:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
18:45:00.000+02:00,19:00:00.000+02:00,,16.244792152287403,,,,,,,,,,,,
19:00:00.000+02:00,19:15:00.000+02:00,6,32.07361946245172,379.6951003751352,3.0,3,0.9827271503231917,1.3662537336349487,0.3237506151199341,541,,,,283472,
19:15:00.000+02:00,19:30:00.000+02:00,2,25.96090953781971,100.819146327059,1.0,1,1.087431401014328,1.3468098640441895,0.8280529379844666,146,,,,174002,
19:30:00.000+02:00,19:45:00.000+02:00,7,38.4639544590183,448.97997448262043,3.0,3,1.16489868226069,1.490214228630066,0.3234115540981293,630,,,,397913,
19:45:00.000+02:00,20:00:00.000+02:00,1,16.244789981806207,37.43791225138836,,,0.3769807368516922,0.4302108585834503,0.3237506151199341,58,,,,,
20:00:00.000+02:00,20:15:00.000+02:00,,16.244789981806207,,,,,,,,,,,,
20:15:00.000+02:00,20:30:00.000+02:00,,16.244789981806207,,,,,,,,,,,,
20:30:00.000+02:00,20:45:00.000+02:00,2,31.755500824347628,61.70983478250696,,,0.3237506151199341,0.3237506151199341,0.3237506151199341,94,,,,277775,
20:45:00.000+02:00,21:00:00.000+02:00,15,66.49999566369722,940.6000486554121,8.0,8,1.1353748266984764,1.5058647394180298,0.4136327803134918,1325,,,,900000,
21:00:00.000+02:00,21:15:00.000+02:00,15,66.49999566369722,1258.115558710805,14.0,14,1.4031388908299742,1.4995237588882446,1.0199873447418213,1701,,,,900000,
21:15:00.000+02:00,21:30:00.000+02:00,5,35.36432757095416,362.34638173433234,3.0,3,1.0812623159919414,1.4713270664215088,0.2590004801750183,505,,,,342404,
21:30:00.000+02:00,21:45:00.000+02:00,,16.244790665345203,,,,,,,,,,,,
21:45:00.000+02:00,22:00:00.000+02:00,4,28.7466453506658,285.317422706713,3.0,3,1.31154226920693,1.3846009969711304,0.8935445547103882,426,,,,223891,
22:00:00.000+02:00,22:15:00.000+02:00,7,39.377654215874344,484.1411043814523,5.0,5,1.23745013475707,1.4480512142181396,0.4499293863773346,667,,,,414277,
22:15:00.000+02:00,22:30:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
22:30:00.000+02:00,22:45:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
22:45:00.000+02:00,23:00:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
23:00:00.000+02:00,23:15:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
23:15:00.000+02:00,23:30:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
23:30:00.000+02:00,23:45:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
23:45:00.000+02:00,00:00:00.000+02:00,,16.24479177415535,,,,,,,,,,,,
